,id,member_id,loan_amnt,funded_amnt,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,collections_12_mths_ex_med,mths_since_last_major_derog,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,loan_is_bad
32782,1500928,1762121,12000,12000,399.26,B,B3,Restoration Company,4.0,RENT,70000.0,credit_card,Credit Card Consolidation,222xx,VA,15.16,0,03-Jun,0,51.0,,9,0,10270,38.90%,15,f,0,,INDIVIDUAL,0,0.0,29602.0,False
13602,2309686,2742207,28000,28000,918.55,B,B2,MetLife ,4.0,MORTGAGE,98000.0,credit_card,Credit Care Refi,060xx,CT,16.68,3,Jun-90,1,15.0,,20,0,40047,61%,43,w,0,16.0,INDIVIDUAL,0,0.0,264201.0,False
34587,1437337,1689157,21000,21000,688.91,B,B2,Tinker Air Force Base,10.0,MORTGAGE,107000.0,debt_consolidation,Loan 2012,730xx,OK,21.33,0,Sep-99,0,,,14,0,25811,56.10%,33,f,0,,INDIVIDUAL,0,,,False
31364,1519371,1782243,10000,10000,343.39,C,C1,,4.0,RENT,75000.0,debt_consolidation,card payoff,907xx,CA,21.07,0,Oct-94,0,71.0,,17,0,21566,87%,35,f,0,,INDIVIDUAL,0,0.0,58461.0,False
31905,1319004,1564392,22000,22000,752.87,B,B5,RFA Management Company LLC,10.0,MORTGAGE,187650.0,other,Phoenix,301xx,GA,8.2,0,Sep-82,0,,,14,0,38171,83.30%,17,f,0,,INDIVIDUAL,0,0.0,50932.0,False
14385,1696473,1989350,9050,9050,296.89,B,B2,Baxter Healthcare Corp.,2.0,MORTGAGE,55500.0,home_improvement,Home Improvement,930xx,CA,23.57,0,Apr-88,3,34.0,,14,0,20947,46.10%,41,f,0,34.0,INDIVIDUAL,0,0.0,441471.0,False
28688,1550284,1816391,10000,10000,337.47,B,B4,DR Rumas DMD,10.0,MORTGAGE,52000.0,debt_consolidation,debt1,062xx,CT,17.08,0,Jan-00,0,,,8,0,15194,86.80%,30,f,0,,INDIVIDUAL,0,0.0,215166.0,False
20739,1681057,1963630,12000,12000,404.97,B,B4,Junction Point,1.0,RENT,85000.0,debt_consolidation,Debt Consolidation Loan,787xx,TX,19.89,0,02-Oct,0,63.0,,17,0,16026,54.70%,53,f,0,,INDIVIDUAL,0,100.0,78829.0,False
10569,2476204,2968487,12000,12000,404.97,B,B4,Flying food group,1.0,RENT,48000.0,debt_consolidation,Getting rid of debt,114xx,NY,25.04,0,02-Dec,0,,,13,0,13613,83.50%,24,w,0,,INDIVIDUAL,0,0.0,55273.0,False
10384,2487504,2979903,12000,12000,388.11,B,B1,"Paychex, Inc.",10.0,MORTGAGE,50000.0,debt_consolidation,Liveoak Tree,750xx,TX,26.02,0,Mar-83,0,,,6,0,36519,75.40%,11,f,0,,INDIVIDUAL,0,0.0,131188.0,False
10014,2604986,3127163,30675,30675,869.69,F,F2,,10.0,OWN,90000.0,small_business,nursery plants,930xx,CA,0.07,0,Nov-92,0,49.0,,2,0,5,0%,9,f,0,,INDIVIDUAL,0,0.0,5.0,False
2570,3187664,3920619,10000,10000,343.39,C,C1,Central Lake Armor Express,4.0,MORTGAGE,45000.0,credit_card,Credit Card Debt,496xx,MI,24.88,0,Jan-98,1,,,12,0,11127,68.70%,18,w,0,,INDIVIDUAL,0,0.0,172963.0,False
26058,1579542,1848931,7375,7375,184.37,C,C5,State of New Jersey,6.0,RENT,59800.0,debt_consolidation,pay off debt ,071xx,NJ,15.81,0,Dec-98,1,70.0,101.0,15,1,6520,47.60%,28,f,0,,INDIVIDUAL,0,0.0,59488.0,False
8669,2828078,3410701,5000,5000,189.64,E,E3,CIM GROUP LP,4.0,RENT,75000.0,small_business,myloan,207xx,MD,22.5,0,Jun-00,3,,,10,0,7624,88.70%,20,f,0,,INDIVIDUAL,0,0.0,49946.0,False
21143,1561211,1828401,11700,11700,425.87,D,D2,Island Pacific Distribution,10.0,RENT,33600.0,debt_consolidation,Debt Consolidation,917xx,CA,21.7,0,06-Aug,0,,,10,0,20406,72.10%,16,w,0,,INDIVIDUAL,0,0.0,20406.0,False
12166,2376376,2838667,9000,9000,285.78,A,A5,Professional Healthcare at Home,10.0,MORTGAGE,82000.0,debt_consolidation,loan consolidation 2012,947xx,CA,3.25,1,Feb-93,0,5.0,,7,0,5264,36.60%,28,f,0,,INDIVIDUAL,0,0.0,250575.0,False
42380,1390355,1637370,4600,4600,153.05,B,B3,Mesa Public Schools,1.0,MORTGAGE,52000.0,debt_consolidation,consolidate,850xx,AZ,16.96,0,Jul-97,2,,,8,0,23854,58.30%,21,f,0,,INDIVIDUAL,0,,,False
15257,2218405,2630903,12000,12000,423.61,C,C4,frito lay,10.0,RENT,52000.0,debt_consolidation,free me from debt,483xx,MI,24.12,1,Jan-77,1,17.0,,17,0,16950,51.40%,33,w,0,,INDIVIDUAL,0,0.0,30389.0,False
34479,1479416,1737694,18000,18000,657.54,D,D3,NACA,5.0,MORTGAGE,80000.0,debt_consolidation,Credit Card,021xx,MA,10.35,0,Nov-96,1,,,10,0,16097,82%,13,f,0,,INDIVIDUAL,0,0.0,437177.0,False
12361,2367368,2829759,5750,5750,210.05,D,D3,UC Riverside,3.0,RENT,50000.0,medical,Medical expenses,925xx,CA,12.46,0,Nov-97,1,57.0,,11,0,4258,66.50%,19,f,0,57.0,INDIVIDUAL,0,0.0,34633.0,False
34317,1481535,1740041,4775,4775,161.15,B,B4,,,RENT,20000.0,credit_card,Credit Card Refinance,115xx,NY,18.36,0,Nov-00,0,,,6,0,14671,76.40%,15,f,0,,INDIVIDUAL,0,0.0,14671.0,False
1666,3237018,3979455,25000,25000,855.54,B,B5,,,RENT,57860.0,credit_card,Credit Card Consolidation,272xx,NC,23.48,0,Dec-97,1,,,10,0,22398,44.10%,19,f,0,,INDIVIDUAL,0,0.0,46063.0,False
32623,1489485,1748795,20000,20000,686.77,C,C1,St josphe acadamy,1.0,RENT,51000.0,debt_consolidation,debt consolidation,705xx,LA,6.59,1,Oct-98,2,15.0,,7,0,7889,31.10%,25,f,0,,INDIVIDUAL,0,0.0,7889.0,False
430,3255652,4027915,6600,6600,219.6,B,B3,,,OWN,52500.0,home_improvement,Furnace replacement,272xx,NC,20.87,0,Mar-87,0,,,8,0,25462,75.80%,19,f,0,,INDIVIDUAL,0,0.0,28190.0,False
11998,2366376,2828693,24000,24000,587.34,C,C4,Marshfield Clinic,9.0,MORTGAGE,76000.0,debt_consolidation,Debt consolidation,544xx,WI,18.06,0,Apr-97,0,,,14,0,23785,65.70%,55,w,0,,INDIVIDUAL,0,0.0,112618.0,False
37705,1433625,1685355,19000,19000,641.2,B,B4,"Joyce and Company, LLC",2.0,RENT,53000.0,debt_consolidation,Debt Consolidation,142xx,NY,19.77,0,05-Feb,0,,,6,0,18767,92.40%,9,f,0,,INDIVIDUAL,0,,,False
28639,1480328,1738855,7000,7000,240.37,C,C1,cablenet services,2.0,RENT,40000.0,debt_consolidation,debt consolidation,191xx,PA,5.46,0,07-Aug,1,,,4,0,8889,44.90%,5,f,0,,INDIVIDUAL,0,0.0,8889.0,False
3634,3152408,3865036,23325,23325,532.03,B,B4,Nehalem Bay Wastewater Agency,4.0,RENT,52000.0,credit_card,Card Refinance,971xx,OR,25.92,0,Aug-94,0,,,15,0,27169,33.50%,19,f,0,,INDIVIDUAL,0,0.0,43893.0,False
36349,1458982,1713591,9450,9450,305.64,B,B1,Teavana Corporation,3.0,RENT,27000.0,credit_card,Credit Card Consoidation,950xx,CA,10.62,0,Jul-86,0,,,8,0,11550,26.90%,8,f,0,,INDIVIDUAL,0,,,False
30977,1523577,1787448,10000,10000,337.47,B,B4,us postal service,10.0,OWN,60000.0,home_improvement,personal loan,919xx,CA,18.28,0,03-May,3,,,10,0,10687,43.80%,22,f,0,,INDIVIDUAL,0,0.0,47305.0,False
15287,2218261,2630753,15000,15000,547.95,D,D3,Children & Families First,5.0,RENT,115000.0,debt_consolidation,Debt Consolidation,198xx,DE,32.26,0,Sep-96,1,32.0,,8,0,9704,95.10%,41,f,0,,INDIVIDUAL,0,0.0,81618.0,False
21826,1674615,1956774,6000,6000,182.62,A,A1,"Innova Systems Intl, LLC.",1.0,OWN,55000.0,debt_consolidation,Debt Consolidation,920xx,CA,6.91,0,06-Mar,0,,,6,0,3803,11.50%,9,f,0,,INDIVIDUAL,0,0.0,12267.0,False
12245,2367692,2830101,18000,18000,435.82,C,C3,Kennedy Wilson Inc ,5.0,RENT,70000.0,debt_consolidation,Debt Consolidation Loan ,900xx,CA,26.72,0,Dec-98,0,,,15,0,9739,53.80%,46,w,0,,INDIVIDUAL,0,0.0,81361.0,False
32149,1508899,1770746,6000,6000,210.36,C,C3,Stephanie Gerken,5.0,RENT,36000.0,credit_card,Credit Card Refinance Loan,900xx,CA,8.77,0,04-Aug,1,,,8,0,3638,54.30%,11,f,0,,INDIVIDUAL,0,0.0,3638.0,False
44206,1363889,1608116,10000,10000,357.88,D,D1,the hrrtz corporation,10.0,RENT,48000.0,credit_card,credit card,941xx,CA,21.53,0,Apr-99,2,28.0,,11,0,9597,64%,26,f,0,,INDIVIDUAL,0,,,False
6436,3065673,3738060,15000,15000,499.08,B,B3,Red Rock Care and Rehab,10.0,MORTGAGE,78000.0,home_improvement,Home improvement,863xx,AZ,16.62,1,Jul-91,0,14.0,98.0,13,1,38891,75.30%,26,f,0,,INDIVIDUAL,0,0.0,42290.0,False
829,3220833,3963797,24000,24000,730.46,A,A1,KBTF LLP,5.0,MORTGAGE,290000.0,debt_consolidation,Consolidate High Interest Rate Cards,100xx,NY,9.35,0,May-93,0,,,15,0,82600,19.20%,25,f,0,,INDIVIDUAL,0,0.0,657102.0,False
25757,1564239,1831492,16000,16000,437.28,E,E3,Stony Point Fashion Park,10.0,MORTGAGE,70000.0,debt_consolidation,Green Grass,232xx,VA,7.61,1,Sep-00,1,18.0,,5,0,7339,74.90%,21,f,0,,INDIVIDUAL,0,0.0,7339.0,False
44961,1351908,1596072,3000,3000,91.31,A,A1,Dr Smith,10.0,MORTGAGE,35000.0,major_purchase,Spa,290xx,SC,27.26,0,Sep-99,0,,,10,0,4373,15%,18,f,0,,INDIVIDUAL,0,,,False
35280,1468734,1725418,1000,1000,31.3,A,A4,quailcreekcountryclub,5.0,OWN,23000.0,credit_card,Credit card refinancing,341xx,FL,3.91,0,06-Dec,0,,,4,0,954,35.30%,4,f,0,,INDIVIDUAL,0,,,False
40949,1407786,1657200,4725,4725,161.7,B,B5,moores tire sales,10.0,RENT,33000.0,debt_consolidation,debt cons.,142xx,NY,6.44,0,06-Jul,0,,,7,0,7332,82.40%,10,f,0,,INDIVIDUAL,0,,,False
32601,1503575,1764712,18450,18450,432.47,C,C1,NYPD,4.0,RENT,77000.0,debt_consolidation,Debt Consolidation,104xx,NY,19.01,0,01-Oct,1,,,8,0,8172,31.40%,30,f,0,,INDIVIDUAL,0,0.0,65694.0,False
5827,3105221,3777454,7000,7000,236.23,B,B4,Reliable Office Solutions,10.0,OWN,37000.0,home_improvement,fixer upper,925xx,CA,7.33,0,Nov-96,1,,116.0,10,1,6008,27.30%,18,f,0,,INDIVIDUAL,0,0.0,6008.0,False
4792,3156005,3868251,12000,12000,417.81,C,C2,SecureNet LLC,1.0,RENT,87500.0,credit_card,Credit Card Consolidation,787xx,TX,4.58,0,Jun-99,1,,,7,0,9875,84.40%,15,f,0,,INDIVIDUAL,0,0.0,9875.0,False
6346,3055039,3727274,10000,10000,374.14,E,E1,broward county ,4.0,RENT,45000.0,debt_consolidation,Debt Consolidation,333xx,FL,19.65,0,01-Sep,3,53.0,,14,0,3533,64.20%,24,f,0,80.0,INDIVIDUAL,0,62.0,52635.0,False
25824,1584340,1853771,21000,21000,447.85,B,B1,Jefferson County Public Schools,9.0,MORTGAGE,75000.0,debt_consolidation,Debt Consolidation,402xx,KY,18.0,0,01-Nov,0,,,8,0,4570,19.30%,11,w,0,,INDIVIDUAL,0,0.0,125742.0,False
39762,1421111,1671760,10100,10100,345.64,B,B5,ABM ,1.0,RENT,30000.0,car,2000 honda ,902xx,CA,26.56,0,Mar-00,1,,,7,0,15159,74.70%,12,f,0,,INDIVIDUAL,0,,,False
10012,2604880,3127048,18000,18000,563.23,A,A4,Dawson Geophysical,6.0,MORTGAGE,110000.0,debt_consolidation,AlwaysBroke,797xx,TX,7.31,1,Jan-99,0,21.0,,11,0,19884,43.10%,25,w,0,,INDIVIDUAL,0,0.0,191736.0,False
37406,1448055,1700722,4800,4800,164.83,C,C1,Concord Hospital,10.0,MORTGAGE,35000.0,debt_consolidation,Debt consolidation,032xx,NH,23.62,0,01-Jun,3,62.0,112.0,17,1,6278,49%,36,f,0,,INDIVIDUAL,0,,,False
32777,1501136,1762327,14000,14000,479.1,B,B5,United States Navy,10.0,MORTGAGE,70000.0,debt_consolidation,DebtFree Me,968xx,HI,18.75,0,Mar-97,1,55.0,,7,0,8109,89.10%,46,f,0,,INDIVIDUAL,0,0.0,295524.0,False
26693,1574410,1842565,5500,5500,183.0,B,B3,Bank of America,1.0,RENT,35431.0,other,Other,750xx,TX,16.22,0,06-Jan,0,,,3,0,3687,89.90%,4,f,0,,INDIVIDUAL,0,0.0,12528.0,False
6628,3054727,3726900,20500,20500,629.43,A,A2,,,MORTGAGE,106000.0,credit_card,CC debt consolidation,295xx,SC,10.34,0,01-Jul,2,,,8,0,23553,52.80%,30,f,0,,INDIVIDUAL,0,0.0,405527.0,False
3058,3163792,3876472,15000,15000,476.3,A,A5,AT&T,2.0,RENT,92000.0,debt_consolidation,Loan Consolidation,100xx,NY,15.21,0,Jan-00,0,73.0,112.0,10,1,6035,14.90%,24,w,0,77.0,INDIVIDUAL,0,180.0,24073.0,False
34208,1480200,1738510,16000,16000,557.08,C,C2,Howell Township School,5.0,MORTGAGE,90000.0,debt_consolidation,Credit Card,077xx,NJ,12.63,0,Nov-91,0,48.0,,19,0,23779,62.70%,37,f,0,48.0,INDIVIDUAL,0,0.0,23779.0,False
27134,1569488,1836871,6800,6800,219.93,B,B1,Watersafe Swim School,2.0,RENT,34000.0,debt_consolidation,Better Rate,907xx,CA,17.51,0,04-Feb,0,,,9,0,9907,58.30%,10,f,0,,INDIVIDUAL,0,0.0,14774.0,False
37355,1444902,1697551,8000,8000,266.18,B,B3,Texas Leadership Charter Academy,2.0,RENT,36850.0,debt_consolidation,Debt consolidation loan,769xx,TX,15.79,0,Jul-00,0,,,6,0,20641,85.60%,19,f,0,,INDIVIDUAL,0,,,False
689,3221532,3964573,8000,8000,254.03,A,A5,Ventura County Behavioral Health,2.0,MORTGAGE,78000.0,debt_consolidation,Consolidate debt,930xx,CA,17.23,0,Dec-97,0,24.0,,23,0,8266,40.90%,37,f,0,,INDIVIDUAL,0,0.0,467986.0,False
25636,1586318,1856179,20675,20675,495.23,C,C2,CooperWorks Inc,10.0,RENT,51840.0,credit_card,Debt Reduction,104xx,NY,19.79,0,Aug-91,0,,,7,0,29346,71.60%,17,f,0,,INDIVIDUAL,0,0.0,29346.0,False
19701,1696288,1989153,17475,17475,636.07,D,D2,Hawthorne Cedar Knolls UFSD,10.0,RENT,103000.0,debt_consolidation,Loan One,107xx,NY,14.63,0,Apr-90,1,55.0,,10,0,25534,80.40%,33,f,0,66.0,INDIVIDUAL,0,0.0,52459.0,False
17648,2085664,2417897,25000,25000,782.26,A,A4,State Street Bank,8.0,MORTGAGE,86000.0,debt_consolidation,Debt consolidation,018xx,MA,7.7,0,Sep-00,2,55.0,,20,0,5768,11%,40,f,0,,INDIVIDUAL,0,0.0,388892.0,False
26830,1556752,1823513,2000,2000,48.95,C,C4,Elk Grove Village Public Library,3.0,RENT,37820.0,debt_consolidation,I need it now Loan,601xx,IL,2.95,0,07-Mar,1,,,4,0,2555,82.40%,4,f,0,,INDIVIDUAL,0,0.0,2555.0,False
38254,1438919,1690862,3250,3250,99.79,A,A2,Food and Drug Administration,10.0,MORTGAGE,96000.0,car,1986 Ford Bronco,774xx,TX,4.13,1,Jan-94,0,4.0,,5,0,145,0.60%,10,f,0,,INDIVIDUAL,0,,,False
27939,1553478,1819682,19125,19125,684.44,C,C5,L3 Communication,9.0,RENT,50000.0,credit_card,credit,080xx,NJ,6.67,0,06-Apr,2,,,5,0,7899,81%,9,f,0,,INDIVIDUAL,0,0.0,12206.0,False
11772,2225942,2638236,22250,22250,538.72,C,C3,moody high school,10.0,MORTGAGE,60000.0,debt_consolidation,Debt consolidation,350xx,AL,26.18,1,Feb-96,1,9.0,,10,0,24443,71.50%,34,f,0,,INDIVIDUAL,0,0.0,232873.0,False
37555,1446150,1698524,13600,13600,452.5,B,B3,United States Air Force,6.0,RENT,50000.0,debt_consolidation,Debt Consol for Faster Payoff,956xx,CA,27.79,0,06-May,0,,,9,0,14884,85.50%,15,f,0,,INDIVIDUAL,0,,,False
20426,1690154,1972674,7000,7000,226.4,B,B1,Chicago Public Schools,5.0,RENT,60000.0,debt_consolidation,Debt Consolidation,606xx,IL,11.84,0,01-Oct,0,68.0,,8,0,6381,23.20%,24,f,0,,INDIVIDUAL,0,0.0,31592.0,False
28278,1554402,1820685,7800,7800,239.49,A,A2,,,MORTGAGE,91000.0,home_improvement,Home improvement,956xx,CA,2.66,0,Jul-78,1,,,14,0,4636,1.50%,46,f,0,,INDIVIDUAL,0,0.0,229012.0,False
1557,3237472,3979980,12000,12000,365.23,A,A1,Toshiba Global Commerce Solutions,8.0,MORTGAGE,82000.0,debt_consolidation,CC_DebtConsolidation,277xx,NC,10.37,0,May-99,0,,,13,0,32548,36.50%,21,w,0,,INDIVIDUAL,0,0.0,231662.0,False
4540,3147399,3859740,8000,8000,262.45,B,B2,Webb Pallet Service,9.0,MORTGAGE,65000.0,credit_card,Credit card refinancing,553xx,MN,12.5,0,Jun-97,0,56.0,,7,0,10834,78.50%,20,w,0,56.0,INDIVIDUAL,0,0.0,96371.0,False
16740,2090950,2423554,15000,15000,524.86,C,C4,Booz Allen Hamilton,6.0,MORTGAGE,250000.0,debt_consolidation,Credit Card Relief,224xx,VA,9.53,1,01-Dec,1,13.0,,7,0,7128,79.20%,20,f,0,32.0,INDIVIDUAL,0,0.0,514957.0,False
7384,2935161,3547392,20000,20000,479.06,C,C2,,,MORTGAGE,70000.0,debt_consolidation,Debt consolidation,627xx,IL,28.89,0,Oct-88,0,24.0,,8,0,24621,81.80%,17,f,0,,INDIVIDUAL,0,0.0,142491.0,False
42627,1387641,1633555,7000,7000,232.91,B,B3,Bank of America,10.0,RENT,35000.0,debt_consolidation,debt consolidation,302xx,GA,33.19,0,Nov-95,1,,,16,0,22829,59%,26,f,0,,INDIVIDUAL,0,,,False
39621,1422467,1673409,14000,14000,459.28,B,B2,,,MORTGAGE,40000.0,debt_consolidation,debt free thank you,321xx,FL,11.76,0,Aug-97,0,,,6,0,14298,87.70%,20,f,0,,INDIVIDUAL,0,,,False
46202,1336773,1581724,12250,12250,418.62,C,C1,Innoveer Solutions,3.0,MORTGAGE,70000.0,debt_consolidation,DEBT CONSOL,038xx,NH,29.64,0,Apr-96,0,,,23,0,24563,74%,46,f,0,,INDIVIDUAL,0,,,False
38664,1434203,1685743,10000,10000,337.47,B,B4,US Government Social Security ,9.0,RENT,70000.0,debt_consolidation,Payoff ,179xx,PA,23.28,0,Jun-96,2,,,16,0,18137,40.50%,43,f,0,,INDIVIDUAL,0,,,False
27529,1563547,1830965,4000,4000,137.36,C,C1,SMG,4.0,MORTGAGE,43000.0,credit_card,Paying off a credit card balance,160xx,PA,23.0,0,02-Jan,0,51.0,,8,0,9243,91.50%,17,f,0,51.0,INDIVIDUAL,0,0.0,266938.0,False
37224,1449806,1702576,10000,10000,332.72,B,B3,U.S. Air Force,10.0,RENT,45000.0,debt_consolidation,Debt Conoslidation,945xx,CA,19.84,1,02-Nov,0,12.0,,6,0,5668,83.40%,12,f,0,,INDIVIDUAL,0,,,False
43648,1371502,1616275,15000,15000,542.22,D,D2,Massachusetts Parole Board,10.0,MORTGAGE,70000.0,debt_consolidation,Debt Consolidation,015xx,MA,30.86,0,Dec-89,3,43.0,,9,0,30221,87.30%,26,f,0,,INDIVIDUAL,0,,,False
47347,1315773,1560902,14000,14000,482.92,C,C2,Sunmerge Systems Inc,4.0,RENT,80000.0,other,Need to help my parents for their loan,809xx,CO,7.99,0,07-Oct,1,,,6,0,8043,71.80%,8,f,0,,INDIVIDUAL,0,,,False
4324,3148692,3861119,20000,20000,625.81,A,A4,WALGREENS,5.0,RENT,120640.0,credit_card,credit card refinance loan,857xx,AZ,24.92,0,Jun-92,0,,,21,0,24791,61.50%,28,w,0,,INDIVIDUAL,0,0.0,221924.0,False
36931,1452924,1706662,23850,23850,638.4,E,E1,Seminole Casino,5.0,MORTGAGE,60000.0,house,Cash Purchase of Home,330xx,FL,0.5,0,Feb-00,0,30.0,59.0,7,1,573,3.20%,22,f,0,,INDIVIDUAL,0,,,False
18017,2005374,2347576,8000,8000,258.74,B,B1,NYSIF,10.0,RENT,60000.0,credit_card,Credit card refinancing,137xx,NY,13.88,0,Dec-96,0,,,10,0,15132,48.90%,22,f,0,,INDIVIDUAL,0,0.0,33245.0,False
31427,1518678,1781721,18000,18000,618.09,C,C1,Phillips 66,2.0,RENT,67000.0,debt_consolidation,Debt Consolidation,743xx,OK,26.9,0,03-Sep,1,,,12,0,9604,74.40%,26,f,0,,INDIVIDUAL,0,0.0,58353.0,False
38073,1438665,1690546,14800,14800,492.43,B,B3,Astoria Federal Savings,10.0,OWN,68000.0,debt_consolidation,Debt consolidation,113xx,NY,12.65,1,Oct-81,0,17.0,,13,0,10911,55.80%,21,f,0,,INDIVIDUAL,0,,,False
16041,2091468,2424095,10000,10000,304.36,A,A1,,,MORTGAGE,45000.0,debt_consolidation,Debt consolidation loan,883xx,NM,4.93,0,Nov-97,0,,,7,0,6461,8.80%,17,f,0,,INDIVIDUAL,0,0.0,136193.0,False
10463,2477027,2969374,10000,10000,328.06,B,B2,Commonwealth of Pennsylvania,10.0,RENT,44000.0,debt_consolidation,consolidation loan,180xx,PA,19.88,0,Jan-88,0,63.0,,7,0,9490,47.70%,14,w,0,,INDIVIDUAL,0,0.0,16633.0,False
7823,2906714,3539135,22750,22750,518.92,B,B4,Bevill State Communty College,7.0,MORTGAGE,52000.0,debt_consolidation,Kid College Bound,355xx,AL,31.75,1,Apr-82,2,16.0,,9,0,28110,56.60%,23,f,0,,INDIVIDUAL,0,0.0,115635.0,False
39560,1422905,1673878,8325,8325,303.02,D,D2,Lehigh Valley Health Network,8.0,MORTGAGE,65000.0,home_improvement,home improvements/pay off debts,180xx,PA,33.71,0,Apr-96,2,,,23,0,19452,61.20%,63,f,0,,INDIVIDUAL,0,,,False
8244,2894791,3526973,24000,24000,809.93,B,B4,Chandler Unified School District,4.0,MORTGAGE,95000.0,debt_consolidation,Debt consolidation,852xx,AZ,13.09,1,Feb-92,2,7.0,97.0,10,1,15007,79%,31,f,0,,INDIVIDUAL,0,0.0,215307.0,False
11382,2372259,2835048,16000,16000,399.97,C,C5,USAF,10.0,MORTGAGE,55200.0,debt_consolidation,Debt,290xx,SC,18.13,0,01-Jan,0,24.0,,7,0,4420,88.40%,41,f,0,25.0,INDIVIDUAL,0,0.0,214695.0,False
27244,1563455,1830669,9000,9000,317.71,C,C4,,10.0,MORTGAGE,30000.0,debt_consolidation,Debt Free Loan,328xx,FL,7.82,1,Sep-91,2,20.0,,7,0,8575,55.70%,16,f,0,66.0,INDIVIDUAL,0,0.0,49288.0,False
15545,2082409,2435080,5000,5000,156.46,A,A4,Publix Supermarkets,10.0,RENT,26000.0,credit_card,credit card payoffs,330xx,FL,20.43,1,01-Jun,0,21.0,,8,0,3891,25.90%,19,f,0,21.0,INDIVIDUAL,0,0.0,11378.0,False
44130,1364769,1608640,17000,17000,436.8,D,D4,McDonalds,10.0,MORTGAGE,65000.0,debt_consolidation,Debt Consolidation,337xx,FL,22.3,0,Sep-00,0,37.0,,17,0,12280,39.20%,39,f,0,,INDIVIDUAL,0,,,False
39292,1426140,1677302,5000,5000,174.09,C,C2,magnolia,5.0,MORTGAGE,45000.0,credit_card,dedt free,243xx,VA,16.19,1,04-Jun,3,14.0,,13,0,5915,54.30%,18,f,0,,INDIVIDUAL,0,,,False
37343,1448602,1701101,8875,8875,295.29,B,B3,The Black Boar,8.0,RENT,26000.0,debt_consolidation,Debt consolidation,915xx,CA,21.18,0,Feb-99,2,36.0,,14,0,8659,38.10%,35,f,0,,INDIVIDUAL,0,,,False
12241,2367866,2830293,21000,21000,666.82,A,A5,Mercedes-Benz Financial Services,4.0,RENT,94000.0,debt_consolidation,Consolidation,483xx,MI,21.18,1,Feb-94,1,19.0,,14,0,49235,66%,40,f,0,19.0,INDIVIDUAL,0,0.0,329767.0,False
41525,1395850,1643057,21200,21200,558.38,D,D5,Ducker Montgomery Lewis & Bess,10.0,MORTGAGE,54000.0,debt_consolidation,Debt Consolidation,802xx,CO,25.33,0,Oct-94,1,,,13,0,18592,74.10%,24,f,0,,INDIVIDUAL,0,,,False
13919,2298120,2730523,18075,18075,633.69,C,C3,DoD,10.0,MORTGAGE,52800.0,debt_consolidation,Debt consolidation,234xx,VA,26.59,0,02-Nov,1,30.0,,10,0,14641,87.10%,35,f,0,30.0,INDIVIDUAL,0,0.0,215354.0,False
34405,1480186,1738495,18825,18825,696.93,D,D5,NATIONAL BUILDERS HARDWARE,7.0,RENT,48000.0,debt_consolidation,CONSOLIDATION,972xx,OR,14.58,0,02-Sep,3,,,11,0,24716,80.70%,29,f,0,,INDIVIDUAL,0,0.0,24716.0,False
21809,1685308,1967507,1200,1200,42.37,C,C4,Paylocity,2.0,RENT,59500.0,credit_card,Refinance Loan,606xx,IL,29.06,0,Aug-97,1,,,9,0,12486,96.80%,27,f,0,,INDIVIDUAL,0,0.0,55118.0,False
41907,1396901,1644088,12000,12000,399.26,B,B3,S&B engineers and constructors,1.0,MORTGAGE,78000.0,debt_consolidation,Three year loann,775xx,TX,16.85,0,06-Mar,0,,,6,0,13105,87.80%,9,f,0,,INDIVIDUAL,0,,,False
39013,1432715,1684058,3500,3500,109.52,A,A4,3M,10.0,MORTGAGE,79500.0,debt_consolidation,Home Improvement,913xx,CA,20.15,0,Nov-90,0,,,17,0,46285,69.40%,29,f,0,,INDIVIDUAL,0,,,False
9265,2825507,3407804,9600,9600,323.98,B,B4,Asplundh,5.0,MORTGAGE,50000.0,debt_consolidation,debt consolidation,641xx,MO,10.61,0,03-Jan,2,,58.0,10,1,4271,34.70%,19,f,0,,INDIVIDUAL,0,0.0,139396.0,False
26531,1576367,1845002,10750,10750,362.78,B,B4,Mission Bay Montessori Academy,4.0,RENT,33000.0,debt_consolidation,LowerRateLoan,921xx,CA,27.16,0,04-Mar,0,,,11,0,10037,64.80%,16,f,0,,INDIVIDUAL,0,0.0,24616.0,False
31958,1512029,1774007,5500,5500,180.43,B,B2,Chesapeake Drywall & Acoustics,1.0,MORTGAGE,48000.0,debt_consolidation,Need to Lose the 23.99% Interest Rate CC,234xx,VA,9.08,0,Jan-00,0,,108.0,6,1,1556,42.10%,13,f,0,,INDIVIDUAL,0,0.0,46601.0,False
34133,1451522,1704802,6000,6000,199.63,B,B3,MORGAN ADAMS INC,10.0,RENT,80000.0,medical,MEDICAL LOAN,912xx,CA,22.65,0,Apr-91,0,,,20,0,20986,52.10%,47,f,0,,INDIVIDUAL,0,0.0,104224.0,False
